,Unnamed: 0,Date,User,Tweet,Label,Unnamed: 4,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1
682,458,2019-12-30 15:00:01+00:00,nasution_lokot,@Braderhood16 @PDI_Perjuangan @jokowi Bukan tidak berdaya brother... kita beda didikan saja. He..he ..,0,,458,347,47,,,
683,459,2019-12-30 14:54:32+00:00,e100ss,"Novri Susan: Yang Nyebut PDIP Ambyar, Berarti Pandangan Dangkal
https://t.co/srr1aijzyF",0,,459,348,48,,,
684,460,2019-12-30 14:53:06+00:00,newsurban_id,@PDI_Perjuangan https://t.co/U8b2zzRF8n,0,,460,349,49,,,
685,461,2019-12-30 14:49:32+00:00,TangselKota,"Esensi politik bermartabat itu implementasi dari Pancasila. Garansinya kondusifitas wilayah maupun negara.

Kontestasi demokrasi itu tarung Gagasan bukan tarung isu politik indentitas.

Terjadinya gesekan saat kontestasi, berarti Pancasila belum selesai.
@PDI_Perjuangan 
@66Hasto https://t.co/Ny3SlTfnhl",0,,461,350,50,,,
686,462,2019-12-30 14:45:24+00:00,Udinjae4,@ridwanhr politik pecintraaan parte pdip yg gagal mengaspal,0,,462,351,51,,,
687,463,2019-12-30 14:41:19+00:00,kilasbalicom,"Pilkada Jembrana, Hanura Merapat ke PDIP https://t.co/N3edmVEzY8",0,,463,352,52,,,
688,464,2019-12-30 14:31:25+00:00,LanggamID,"5 Bakal Calon Gubernur Sumbar Daftar ke PDIP

 via @langgamid https://t.co/HeopByTur8",0,,464,353,53,,,
689,465,2019-12-30 14:18:49+00:00,SamuelReza14,"@FaldoMaldini Mungkin anda akan beralibi ""mau merubah PSI"" bagi saya bulsyit... EMANG Anda siapa? Garis kebijakan PSI saja dari awal sudah masalah.... PSI partai baru, seharusnya kristis ke pemerintah, bukan menggonggong jadi anjing pemerintah. Pemerintah sdh cukup ada PDIP, GOLKAR &amp; PKB",1,,465,354,54,,,
690,466,2019-12-30 13:55:21+00:00,rior_RR,"@do_ra_dong @DPR_RI Mayoritas rakyat &amp; tokoh2 umat justru berusaha menjauhkan bangsa ini dari konflik seperti era '98 dan PDIP pun saat ini berada dlm pemerintahan. Semua jg tau klo PDIP oposisi maka demo kader2nya sangat berani ganas dan brutal bila mengritik penguasa, SBY jd korban sm ""Kerbaunya""",1,,466,355,55,,,
691,467,2019-12-30 13:48:02+00:00,jpnncom,PDI Perjuangan bakal berkolaborasi dengan para ahli dan pelaku riset guna menjabarkan keunggulan rempah-rempah Indonesia.  #PDIP https://t.co/UFltxWxask,0,,467,356,56,,,
692,468,2019-12-30 13:37:41+00:00,MasyarakatPedu4,Ada apa penegakan hukum di Kab. Majalengka? Anak bupati cuma divonis 1 bulan 15 hari. Apa hukum hanya untuk kami rakyat kecil??!! @propampolri @jokowi @Kemendagri_RI @DivHumas_Polri @DPR_RI @PDI_Perjuangan @KemensetnegRI @bidhumaspldjbr @KomnasHAM @mohmahfudmd @KejaksaanRI https://t.co/WcjmKRHDrO,0,,468,357,57,,,
693,469,2019-12-30 13:36:10+00:00,hermanpanca07,@zarazettirazr @mas__piyuuu @Felicit51268925 PDIP adalah koenciiii ....�,0,,469,358,58,,,
694,470,2019-12-30 13:30:03+00:00,NugrohoSW,"“Kader-kader Terbaik PDIP Ingin Berpartisipasi dalam Pilwali Surabaya, Itu Wajar” https://t.co/uP9tykRtax https://t.co/z4gA5syy6H",0,,470,359,59,,,
695,471,2019-12-30 13:30:02+00:00,Sri_Untari67,"“Kader-kader Terbaik PDIP Ingin Berpartisipasi dalam Pilwali Surabaya, Itu Wajar” https://t.co/kq1LBcvMVt https://t.co/VDhMQNHOvB",0,,471,360,60,,,
696,472,2019-12-30 13:22:15+00:00,RosaHerdiansyah,"@Cobeh09 Bulls Syndicate = sindikat banteng

Banteng = PDIP

CMIIW",0,,472,361,61,,,
697,473,2019-12-30 13:22:02+00:00,Jualbajumuslimm,"Bupati Absen Penjaringan Pilkada Jember, PDIP Sebut yang Tidak Hadir Tidak Penting https://t.co/NEybdhRIYo https://t.co/W24bpAHn1i",0,,473,362,62,,,
698,474,2019-12-30 13:21:13+00:00,liebgodt,PDIP �,0,,474,363,63,,,
699,475,2019-12-30 13:18:57+00:00,soerjoadjigmail,Ternyata PDIP juga bukan partainya kaum Marhen semata.........  tetapi juga partainya para neoliberal.,0,,475,364,64,,,
700,476,2019-12-30 13:09:24+00:00,onyxtjhandra,Kok malah PDIP yg membantahnya ?!,0,,476,365,65,,,
701,477,2019-12-30 13:01:59+00:00,slala_la,"Munculnya Gibran pada satu sisi jad ""angin segar"" bagi warga yang menginginkan perubahan oleh anak muda, yang berbeda dari kepemimpinan orang tua sekarang. Perkembangan yang mengkhawatirkan ada kemungkinan Gibran maju bertarung kotak kosong karena tak ada calon lain di luar PDIP.",1,,477,366,66,,,
702,478,2019-12-30 13:01:58+00:00,slala_la,Partai di luar PDIP harus bikin koalisi untuk mengajukan lawan cawali-cawawali. Siapa? Dari kekuatan politik jelas kalah jauh. Dari nama kalah dari Gibran. Dari biaya? Ada yang mau bakar 30 M dengan risiko kalah yang tinggi?,0,,478,367,67,,,
703,479,2019-12-30 13:01:57+00:00,slala_la,"Perundungan terhadap Pak Jokowi di pusat berefek pada menguatnya dukungan warga ke partai, apalagi Solo basis partai PDIP. Di kalangan warga, seburuk apapun kebijakan presiden, ia masih orang baik yang membawa Solo ke kegemilangan.",0,,479,368,68,,,
704,480,2019-12-30 13:01:56+00:00,slala_la,"Pengaruh partai utama di Solo amat-sangat kuat. PDIP menguasai 30 dari 45 kursi. 6 kursi PKS. 3 kursi PAN, Gerindra, Golkar. 1 PSI. Penguasaan PDIP tak terlepas dari pertikaian pilpres lalu yang memperkuat polarisasi di antara warga: you with us or against us.",0,,480,369,69,,,
705,481,2019-12-30 12:53:32+00:00,merdekadotcom,"Bupati Absen Penjaringan Pilkada Jember, PDIP Sebut yang Tidak Hadir Tidak Penting https://t.co/rV1ExHTpvC",0,,481,370,70,,,
706,482,2019-12-30 12:49:36+00:00,SelmaReborn,"Tuduh Novel Baswedan Rekayasa “Air Keras”, Netizen Minta Kader PDIP Ini Ditangkap - Politik Today https://t.co/vBJ9x7ds8I",0,,482,371,71,,,
707,483,2019-12-30 12:44:13+00:00,spi_channel,"Mengalir tiga nama kandidat calon Wali Kota Surabaya 2020 yang dinilai berpeluang memperoleh rekomendasi dari PDI Perjuangan (PDIP).
Hal ini disampaikan oleh pengamat politik Surabaya Survey Center (SSC), Surokhim… https://t.co/wFtFwCHeSt",0,,483,372,72,,,
708,484,2019-12-30 12:27:31+00:00,PDI_Perjuangan,"DPC PDI Perjuangan Belitung Bagi-bagi Sembako dalam Rangka Hari Ibu

https://t.co/Tseu8BYpZo

#PDIPerjuangan",0,,484,373,73,,,
709,485,2019-12-30 12:25:11+00:00,Ayunda05678277,@WhisnuSakti @puti_soekarno @PDI_Perjuangan @msoekarnoputri @66Hasto Cakepp merah" nya.� #KalauBeginiKeren #WongSuroboyo,0,,485,374,74,,,
710,486,2019-12-30 12:22:34+00:00,gusdureen,"@UtuhWibowo @dian_athena Kunti pdip itu kebal hukum kangmas..��

Mari kita buktikan",0,,486,375,75,,,
711,487,2019-12-30 12:16:59+00:00,arifinpribadi,@faizalassegaf @prabowo Kita akan lihat koalisi Gerindra dan PDIP di pemilu berikut mungkin plus PKB.,0,,487,376,76,,,
712,488,2019-12-30 12:16:57+00:00,ssnetberita,"Novri Susan: Yang Nyebut PDIP Ambyar, Berarti Pandangan Dangkal https://t.co/5CnJxMBpb7",0,,488,377,77,,,
713,489,2019-12-30 12:15:52+00:00,Stevani03178972,"@WhisnuSakti @puti_soekarno @PDI_Perjuangan @msoekarnoputri @66Hasto Silaturahmi memperpanjang umur. Semoga panjang umur pak.
#KalauBeginiKeren 
#WongSuroboyo",0,,489,378,78,,,
714,490,2019-12-30 12:10:29+00:00,PDI_Perjuangan,"Dalam rangka memperingati Hari Ibu, DPD PDI Perjuangan Provinsi Banten dan DPC Pandeglang mengadakan kegiatan sosialisasi pencegahan dan penanggulangan HIV/AIDS, stunting &amp; pengobatan gratis, Bale Budaya Menes, Sabtu (28/12).

#PDIPerjuangan https://t.co/hSytYx8k9B",0,,490,379,79,,,
715,491,2019-12-30 12:03:18+00:00,MokhammadYassin,@PDI_Perjuangan Kediri oh Kediri gimana nasibmu kedepan @pramonoanung @GuritnaPramana @PDIPJatim semoga lebih baik untuk semuanya #Merdeka https://t.co/L2vFxX0rgt,0,,491,380,80,,,
716,492,2019-12-30 12:00:09+00:00,faktadatacom,"Partai Demokrasi Indonesia Perjuangan (PDIP) menempati urutan kedua dengan 92,5 persen responden yang mengaku kenal partai ini. https://t.co/35AvXv4GwP",0,,492,381,81,,,
717,493,2019-12-30 11:54:46+00:00,ikwanashari,"Jawaban Tak Terduga PDIP Usai Demokrat Kaitkan Jiwasraya - Pilpres 2019

Video selengkapnya klik: https://t.co/1DLpFZeiNJ
#CrossCheckMedcom #Jiwasraya #medcomid https://t.co/NoKjXsObjI",0,,493,382,82,,,
718,494,2019-12-30 11:51:27+00:00,PDI_Perjuangan,"DPC PDI Perjuangan Kabupaten Tapanuli Utara Sumut mengadakan kegiatan marbinda (pembagian daging kerbau) ke pengurus DPC dan PAC se-Kabupaten Tapanuli Utara, Senin (30/12).

Merupakan kegiatan rutin setiap tahunnya dalam rangka Natal dan Tahun Baru.

#PDIPerjuangan https://t.co/c1WGcK40w3",0,,494,383,83,,,
719,495,2019-12-30 11:30:24+00:00,PDI_Perjuangan,"PDI Perjuangan banyak melahirkan pemimpin. HUT ke-47 PDI Perjuangan bergelut dengan banyak hal. Partai tetap berdiri tegak karena komitmen kebangsaan dan ideologi yang kuat.

Me Hoa
Ketua DPRD Kabupaten Bangka Tengah

#PDIPerjuangan47Tahun
#BerjuangUntukKesejahteraanRakyat https://t.co/R5cpSxFPhY",0,,495,384,84,,,
720,496,2019-12-30 11:24:03+00:00,PDI_Perjuangan,"Presiden Jokowi Tinjau Pasar Johar dan Bersepeda ke Kota Lama Semarang

https://t.co/W9JbJ3LkcN

#PDIPerjungan https://t.co/AUq6tBqdei",0,,496,385,85,,,
721,497,2019-12-30 11:21:29+00:00,kradiojember,"Dari 14 pendaftar  bakal calon bupati Jember, hanya 10 orang yang hadir dalam penyampaian komitmen di DPC PDIP Jember, Sabtu (28/12/2019). Salah satu dari empat bakal calon yang tidak hadir adalah Bupati Faida, yang… https://t.co/GBPDh92alS",0,,497,386,86,,,
722,498,2019-12-30 11:02:56+00:00,mas_dikin786,"@helmifelis Bener juga prediksi guru ngaji dulu bnget di kampung yg dlu pengurus GP Ansor, kalo pdip berkuasa pasti negara lebih rusak krena bnyak turunan pki yg msh dendam... aplg trhdp ulama...",1,,498,387,87,,,
723,499,2019-12-30 11:02:16+00:00,Ki_SetanKober,"@arsyaqilaa Andalah contoh buzzer tolol itu.. sampai detik ini belum ada satupun politikus PDIP yg mendorong terbentuknya PANSUS JIWASRAYA, berita itu PDIP hanya sebatas pembahasan wacana pembentukan pansus.. simak yg bener, Anda sehat??

#RampokJiwasrayaDemiJokowi
#RampokJiwasrayaDemiJokowi",1,,499,388,88,,,
724,500,2019-12-30 10:58:28+00:00,ino_cents,"Pdip juga kah, bg?~~",0,,500,389,89,,,
725,501,2019-12-30 10:37:09+00:00,DPD_PDIP_JABAR,"HUT ke- 47 dan Rakernas I PDI Perjuangan akan Tampilkan Berbagai... 

#PDIPerjuangan
#JabarBangkit

https://t.co/6avawU4rXQ lewat @DPD_PDIP_JABAR @PDI_Perjuangan",0,,501,390,90,,,
726,502,2019-12-30 10:36:46+00:00,fietran,"@idtodayco Gerindra-PDIP seperti adik kakak,11-12 ...",0,,502,391,91,,,
727,503,2019-12-30 09:51:20+00:00,lapakburuh1,"@PDI_Perjuangan @ps @NasDem @Komisi IX, apakah utk menghilangkan :
Pesangon 9 bulan Upah
Penghargaan Masa Kerja10 bulan Upah
Penggantian Hak 15%
(Jika dikali 2 (dua) berdasarkan Ketentuan pasal 156 UUK 13/2003)
(Totalnya bisa : 36 bulan Upah bahkan lebih)",0,,503,392,92,,,
728,504,2019-12-30 09:51:20+00:00,lapakburuh1,"@PDI_Perjuangan @ps @NasDem @Komisi IX, knp hrs 6 bulan upah (jaminan pengangguran)?  Bgmn dg ketentuan pada UUK 13/2013 Pasal 156?",0,,504,393,93,,,
729,505,2019-12-30 09:49:59+00:00,GantengPendekar,"Kemelut Jiwasraya Sejak 1998, Politisi PDIP: Jangan Saling Menyalahkan https://t.co/uyaJSsXKG3
 
#SawitNaikKrnB30",0,,505,394,94,,,
730,506,2019-12-30 09:49:58+00:00,DinaIstiani3,"Kemelut Jiwasraya Sejak 1998, Politisi PDIP: Jangan Saling Menyalahkan https://t.co/J7a9264XYw
 
#SawitNaikKrnB30",0,,506,395,95,,,
731,507,2019-12-30 09:49:55+00:00,lebahtangkai,DEWI TANJUNG KADER PDIP �❤️,0,,507,396,96,,,
732,508,2019-12-30 09:41:29+00:00,medcom_id,"PDIP: SBY Belum Tentu Tahu, Harusnya 2006 Jiwasraya Beres #MegaSkandalJiwasraya #Jiwasraya https://t.co/YtXDi0dQAG",0,,508,397,97,,,
733,509,2019-12-30 09:38:55+00:00,medcom_id,PDIP: Harry Prasetyo itu Laron yang Sembunyi di Ketiak Kekuasaan #MegaSkandalJiwasraya #Jiwasraya https://t.co/jZUDjmxsec,1,,509,398,98,,,
734,510,2019-12-30 09:36:40+00:00,medcom_id,Jawaban Tak Terduga PDIP Usai Demokrat Kaitkan Jiwasraya - Pilpres 2019 #MegaSkandalJiwasraya #Jiwasraya https://t.co/ADuyftgJ4d,0,,510,399,99,,,
735,511,2021-12-30 23:55:56+00:00,sugi_anthi14,@democrazymedia PDIP lagi PDIP lagi. Bosen ahhh,0,,511,400,0,,,
736,512,2021-12-30 23:54:02+00:00,lawjusticeco,"Kader PDIP Banyak Korup tapi Elektabilitas Tinggi, Rocky Sentil Survei https://t.co/Ejp7IxoxvH",0,,512,401,1,,,
737,513,2021-12-30 23:51:55+00:00,Waras4ever,"@ho_jend Bisa selamat Krn jkw n PDIP masih berkuasa �
https://t.co/Z4TkKLZk4m",0,,513,402,2,,,
738,514,2021-12-30 23:50:37+00:00,qireysuluri09,"@Dhee_jhe1203 Cocok ini utk maju pilpress  2024
Biar tambah nungsep pdip",1,,514,403,3,,,
739,515,2021-12-30 23:50:27+00:00,17Tutde,@Ronny7411 Anggota dpr dari partai PDIP harusnya jadi pelopor dong kalau memang mau negara ini menjadi lebih baik,0,,515,404,4,,,
740,516,2021-12-30 23:37:56+00:00,mokondowidodo,@PDI_Perjuangan yukkkk..gaskeee pak 2022 PERSIS JUARA LIGA 1.,0,,516,405,5,,,
741,517,2021-12-30 23:27:09+00:00,Ahmad_Ridwan_,"@republikaonline Wah banyak kader nya korupsi kok elektabilitas pdip tinggi, pa surever berbayar ya?",0,,517,406,6,,,
742,518,2021-12-30 23:26:49+00:00,Dedy44169434,@ChusnulCh__ @bennydjuwanda @PDI_Perjuangan Siapapun yg bisa melanjutkan program pak Jokowi kita dukung,0,,518,407,7,,,
743,519,2021-12-30 23:22:09+00:00,Nada10062503,"Berikan PENGHARGAAN kepada PARTAI PDIP sbg PARTAI PENGUASA,YG PALING JIJIK BBM NAIK...
SELAMAT PDIP..ANDA MEMANG.HEBAT SBG PARTAI PENGUASA DAN BENAR SAYANG SAMA RAKYAT, MAka dr itu anda BUNGKAM..���
https://t.co/ihVB8KyJjP",0,,519,408,8,,,
744,520,2021-12-30 23:18:10+00:00,barbareto_com,"Tak Mau Menunda, PDIP Loteng Langsung Distribusikan Beras Premium dari Ketua DPR https://t.co/kH9o8kHBQM",0,,520,409,9,,,
745,521,2021-12-30 23:15:53+00:00,CNNIndonesia,PDIP Kritik Klaim Gubernur Banten Polisikan Buruh Usai Lapor Jokowi https://t.co/wD9rmiChds,0,,521,410,10,,,
746,522,2021-12-30 23:15:47+00:00,BontoSasmito,@ChusnulCh__ @PDI_Perjuangan https://t.co/HtqD8sdEYT,0,,522,411,11,,,
747,523,2021-12-30 23:15:24+00:00,Draprayogi,"@ChusnulCh__ @PDI_Perjuangan Survey E-KTP

Wajar, tweet ala buzzerRp",0,,523,412,12,,,
748,524,2021-12-30 23:08:12+00:00,keuangannews_id,"Sindir Politikus PDIP, Taufik Gerindra Dukung Ancol untuk Formula E https://t.co/HsfKOW5kSp",0,,524,413,13,,,
749,525,2021-12-30 23:07:05+00:00,dampakindra,@theguzel_ Polisi bukan buat prestasi. Tapi demi PKI dan PDIP. https://t.co/0R4uIyP8ji,0,,525,414,14,,,
750,526,2021-12-30 23:04:40+00:00,Fr4nst,@dakwah08 @BintangNickson @TofaTofa_id @antamgold @jokowi @UGMYogyakarta @CCICPolri @DivHumas_Polri @PDI_Perjuangan Wkwkwk...begini kualitas hamba sahaya imam jumbo dan anies. Dasar mental budak.�,1,,526,415,15,,,
751,527,2021-12-30 23:03:51+00:00,KenanganDewi,@ChusnulCh__ @PDI_Perjuangan Survei bayaran https://t.co/R4GZF7bR00,0,,527,416,16,,,
752,528,2021-12-30 22:58:21+00:00,Salimo00119205,@democrazymedia kantor pusat pdip juga ya,0,,528,417,17,,,
753,529,2021-12-30 22:57:33+00:00,kuebolu39407417,@__RismaWidiono_ @PDI_Perjuangan @ganjarpranowo Dari medan siaaap utk pak ganjar,0,,529,418,18,,,
754,530,2021-12-30 22:56:43+00:00,dayutu_dt13,@PDIP_KRW https://t.co/TKosS9Caqe,0,,530,419,19,,,
755,531,2021-12-30 22:50:37+00:00,Salimo00119205,"@tvOneNews Mana oneng telur ni ..pdip bagaimana ini, oi luhut, eric ayo kamu2 kan kaya sumbang telur dong buat operasi pasar cari tengkulak telur yg nahan dan bermain ...buruan masa sama telur saja kalah, ayo joko perintahkan mentrina operasi pasar telur dong",0,,531,420,20,,,
756,532,2021-12-30 22:46:11+00:00,sudarmo_ahmad,@OposisiCerdas Suruh ke kubu ganjar aja..setidaknya bisa reunian PDIP juga sama kuntadi siang masih dungu��,1,,532,421,21,,,
757,533,2021-12-30 22:46:01+00:00,TadiKhun,@ChusnulCh__ @PDI_Perjuangan INSYA ALLAH KUNFAYAKUN....,0,,533,422,22,,,
758,534,2021-12-30 22:45:11+00:00,RajaMandiri70,@RamliRizal @jokowi Inilah hasil karya rezim jokowi petugas partai @PDI_Perjuangan yang sering teriak2 partai pembela wong cilik,0,,534,423,23,,,
759,535,2021-12-30 22:34:38+00:00,ndo_harianja,@4Y4NKZ @BEMFISIPUI @BemsiOfficial Kemana @PDI_Perjuangan ko ga dukung ? Bagaimana ibu @puanmaharani_ri ?,0,,535,424,24,,,
760,536,2021-12-30 22:26:03+00:00,SudiYan63853034,@__RismaWidiono_ @SantorinisSun @PDI_Perjuangan @ganjarpranowo Kini rakyat sedang memantau RUU perampasan harta koruptor di DPRRI..partai mana saja yg menolak dan mendukung / pasti di hukum Rakyat yg menolak. ..,0,,536,425,25,,,
761,537,2021-12-30 22:22:24+00:00,mutajir_mohamat,"@hipohan LENGSERKAN JOKOWI..
BUBARKAN PDIP.
CABUT IJIN LEMBAGA SURVEI BAYARAN..",1,,537,426,26,,,
762,538,2021-12-30 22:22:02+00:00,SudiYan63853034,@__RismaWidiono_ @SantorinisSun @PDI_Perjuangan @ganjarpranowo Hati2 P. GP. Bpk tau Politik di negri ini Sadis.. PDIP. Masih konsisten membawa perubahan besar negri ini.. Menyusul PSI ( contoh nyata interpelasi di jakarta) bnyk partai2 Bangkrut karena residu2 masalalu di bawa2.,0,,538,427,27,,,
763,539,2021-12-30 22:06:44+00:00,hadimulyadi88,"@ChusnulCh__ @PDI_Perjuangan Rakyat sudah pada makan atau belum yah...kasus Covid masih ada atau tidak ya....yang kena musibah bencana sudah pada makan atau belum ya, mereka tidurnya dimana ya, sehat semua atau tidak ya...",0,,539,428,28,,,
764,540,2021-12-30 21:51:48+00:00,soma_cemeng,"@DPR_RI @PDI_Perjuangan plis deh, 3 RUU yg digadang kader kalian ➡️ Presiden !!",0,,540,429,29,,,
765,541,2021-12-30 21:48:37+00:00,SugengPrakoso17,@panca66 @Peni_Asih @DPR_RI @psi_id @PDI_Perjuangan Kodok kerokmu....,1,,541,430,30,,,
766,542,2021-12-30 21:15:25+00:00,songohan141,"Tidak mungkin, kader pdip tidak mungkin",0,,542,431,31,,,
767,543,2021-12-30 21:13:27+00:00,songohan141,Indonesia bangkrut rakyat menjerit di era jokowi bersama hasto mega pdip,0,,543,432,32,,,
768,544,2021-12-30 21:05:26+00:00,FattiReyz,"@faktaanies @marlina_idha @tatakujiyati @PutraWadapi @Reiza_Patters @Relawananies @kebijakananies_ @kebijakananies @psi_id  
@PDI_Perjuangan  
@Dennysiregar7  
@AdeArmando24  
@GunRomli  
@_ekokuntadhi  
@TriAjaa  
@htm_007  
��� 
Siapa lagi yaa??",0,,544,433,33,,,
769,545,2021-12-30 21:01:38+00:00,STARONTHESTAR1,@STARONTHESTAR1's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0,,545,434,34,,,
770,546,2021-12-30 20:52:04+00:00,SINDOnews,"Dubes RI Tunisia Gus Mis Minta Kader PDIP Sulsel Kedepankan Kerja Nyata

 #Sindonews #BukanBeritaBiasa .https://t.co/9iWIeZtMbP",0,,546,435,35,,,
771,547,2021-12-30 20:45:37+00:00,N4G707,"Heran PDIP Tempati Elektabilitas Tertinggi, Rocky Gerung: Padahal Ini Partai Isinya Para Koruptor!
https://t.co/rEWq0FgNKE",0,,547,436,36,,,
772,548,2021-12-30 20:43:28+00:00,Tinoheidel,Dulu BBM naik jalanan penuh dengan demonstrasi bahkan para pendemo pun banyak dari kalangan PDIP sekarang BBM dihapuskan mreka pada bisu air matanya pada habis.,0,,548,437,37,,,
773,549,2021-12-30 20:42:43+00:00,zhoank,"@panca66 @Peni_Asih @DPR_RI @psi_id @PDI_Perjuangan Mulai hujan lagi nih, cebong berkembang biak..",1,,549,438,38,,,
774,550,2021-12-30 20:37:22+00:00,the_bLack12321,"Gak ada yg lebih baik dari PDIP, karna PDIP adalah partai terbaik di indonesia (korupsinya)",1,,550,439,39,,,
775,551,2021-12-30 20:32:12+00:00,Univenot,"@RizkiAsihan Belajar dari pdip, cuma.gak punya foto buat background kampanye",0,,551,440,40,,,
776,552,2021-12-30 20:31:12+00:00,mahsyar_padang,@ridlwandjogja @kumparan @LuhutBinsarFans @MataNajwa @karniilyas @KSPgoid @jokowi @Pak_JK @Rosianna766Hi @ridwankamil @aniesbaswedan @AimanWitjaksono @wahyuwiwoho @Zackia_MetroTV @TimMarbun @berlianidris @drpriono @mohmahfudmd @Hasmi_ @JoeBiden @mozabintnasser @SteveQYang @RTErdogan @GretaThunberg @Pontifex @axtonsalim @Google @MohamedBinZayed @yairlapid @therealDiSastr @sundarpichai @moonriver365 @JDLongGarcia @SpeakerPelosi @fadlizon @diskominfopdg @DalaiLama @bumnbersatu @dennyindrayana @007 @UnandOfficial @PDI_Perjuangan @BKNgoid @txtdaridgmbk @tjahjo_kumolo @RashidaTlaib @IlhanMN @AOC @Pertamina_mor1 @bpkri .... https://t.co/uPcVWPUfWz,0,,552,441,41,,,
777,553,2021-12-30 20:23:59+00:00,DollarPanjaitan,@ChusnulCh__ @PDI_Perjuangan Amin�,0,,553,442,42,,,
778,554,2021-12-30 20:15:10+00:00,luvriqs,@jisungUnU t pdip,0,,554,443,43,,,
779,555,2021-12-30 19:51:49+00:00,Iokitamo,pdip a los hombres tanto chuchaaa,0,,555,444,44,,,
780,556,2021-12-30 19:50:58+00:00,johanesbudi_w,@ellenmine1 Cc. @PDI_Perjuangan,0,,556,445,45,,,
781,557,2021-12-30 19:50:04+00:00,AhmadSahidah,@SINDOnews PDIP telah diberi kepercayaan. Apa masih ada keberanian menuntaskan kasus pelanggaran HAM?,0,,557,446,46,,,
782,558,2021-12-30 19:37:39+00:00,mutajir_mohamat,"@JazuliJuwaini LENGSERKAN JOKOWI..
BUBARKAN PDIP..",1,,558,447,47,,,
783,559,2021-12-30 19:34:23+00:00,DjuremiReinke,"@NataliusPigai2 Rakyat Papua nggak mau lagi dikibulin,dgn Kader2 PDIP,Cukup 7 Tahun saja...",0,,559,448,48,,,
784,560,2021-12-30 19:33:26+00:00,mutajir_mohamat,"@hnurwahid @FPKSDPRRI LENGSERKAN JOKOWI..
BUBARKAN PDIP..PARTAI YANG TIDAJ BERBOBOT",1,,560,449,49,,,
785,561,2021-12-30 19:20:39+00:00,Abe_Telu,"@republikaonline Gue sih percaya,karena ini hasil survey di kantor DPP PSI dan PDIP",0,,561,450,50,,,
786,562,2021-12-30 19:16:37+00:00,RioAPermanaSap2,"""Kalau mengkaji permainan sepak bola kemarin, sebaiknya pemain Indonesia harus kembali pada posisi para pemain dan strategi ketika melawan singapura, kipernya juga ganti karena sudah ketahuan kelemahannya...cc Pa @jokowi @PDI_Perjuangan @KEMENPORA_RI """,0,,562,451,51,,,
787,563,2021-12-30 19:11:31+00:00,aemnoona,"apanih? (gada yg nanya sih)
ini pages tanda gw baca pdf nyampe mana, sengaja gue twit biar keinget terus, gelo ya? pdf nya gue beli jadi gamau ""yaudah baca doang""

kalo gue lg mode banteng PDIP atau scroll tweet, dejavu nih se-bulol apa sama mahika, sayat aja terus mel kan kuat",1,,563,452,52,,,
788,564,2021-12-30 19:04:45+00:00,APetrusx,@__RismaWidiono_ @PDI_Perjuangan @ganjarpranowo Melo pak Ganjar wae aku,0,,564,453,53,,,
789,565,2021-12-30 18:51:01+00:00,MDedeirawan1,@KucengTerbanggg Dedengkot PDIP sedang memperlihatkan kedunguannya chuakss',1,,565,454,54,,,
790,566,2021-12-30 18:43:06+00:00,ManaluHumiras,"@ChusnulCh__ @Borexs51 @PDI_Perjuangan Semoga PDIP yg diwakili Ibu Megawati legoyo mencalonkan Pak Ganjar jadi Capres,klo boleh usul Ibu Sri Mulyani Jadi Wakilnya...",0,,566,455,55,,,
791,567,2021-12-30 18:36:05+00:00,KopipagiEncer,@democrazymedia #SAY_NO_TO_PDIP,0,,567,456,56,,,
792,568,2021-12-30 18:30:09+00:00,mlbbfess,ml! historyku udah warna pdip belom� https://t.co/j9o9foaqFD,0,,568,457,57,,,
793,569,2021-12-30 18:29:23+00:00,Nada10062503,"@Markonah_003 @democrazymedia @ChusnulCh__ Disuruh PERGI DR PARTAI......
DI USUNG PARTAI LAIN....
TRUS DI TENGAH JALAN PDIP MENDUKUNG....KWKWKWKWKWKWKWKWKKWKWKKW",0,,569,458,58,,,
794,570,2021-12-30 18:19:15+00:00,domimaghu98,"Gaya2 ala PDIP udah gak jaman. Jualan isu nasionalisme &amp; pluralisme untuk kepentingan politik. Apalagi anda mau melakukan itu didepan kaum terpelajar papua, yang tiap hari hidup dalam agresi militer pemerintah. Tentu saja mereka lebih kritis dibandingkan mahasiswa lain.",0,,570,459,59,,,
795,571,2021-12-30 18:16:50+00:00,aishiteRIE2124,@__mikicwan Masuk PDIP klim?,0,,571,460,60,,,
796,572,2021-12-30 17:58:02+00:00,FirmRei,"Natal Bersama PDIP di Nias Semarak, Rapidin Apresiasi Penampilan Budaya Lokal https://t.co/c3Uff9VTtY",0,,572,461,61,,,
797,573,2021-12-30 17:55:37+00:00,BujangK05932493,@Naaoolll @Muslim_AntiPKI2 @PDI_Perjuangan https://t.co/jBhN3x6X3V,0,,573,462,62,,,
798,574,2021-12-30 17:31:14+00:00,JAKAGELEDEK01,"@paijoruteng @detikcom @susipudjiastuti @psi_id @PDI_Perjuangan OD ❓
omongan lo dah kayak tuyul ancol haha.... Sama2 tuyul yaitu tuyul himpaudi haha...
����",1,,574,463,63,,,
