,Tweet,label
429,rakyat indonesia asal daerah khusus ibukota doa moga basuki djarot lelah layan semangat,0
430,padam manusia ya kenang manis juang,0
431,doa ahok tameng kejang,0
432,semangat ahok dukung ahok djarot,0
433,menang debat pilih kepala daerah daerah khusus ibukota malam ira koesno,0
434,selamat pasang no anies sandi menang versi quick count terima kasih ahok djarot kerja jakarta,0
435,semangat ahok warga bandung ahok juara,0
436,kerja keras jujur ahok,0
437,maaf ikut coblos kartu tanda duduk jakarta tinggal bandung doa,0
438,moga ahok djarot lanjut visi misi nya bangun kota jakarta rapi bersih nyaman,0
439,nama tuhan jakarta,0
440,semagat anies moga rahmat tuhan maha esa,0
441,warga daerah khusus ibukota hak pilih takut warga hak sehat lahir batin,0
442,moga tuhan masyarakat daerah khusus ibukota jakarta adil sesuai pimpin rakyat amin,0
443,eks dukung agus sylvi jakarta timur deklarasi dukung ahok djarot,0
444,salah jokowi ahok kafir kafir ateis,1
445,biar biar tai nya kena ya suka ahok biar kena tai nya,1
446,angin memporakporandakan basis menang sih nista agama cililitan nya allah ampun njakartabanjir,1
447,prestasi ahok mafia koruptor nista agama hasil tenggelam jakarta congor cebong,1
448,ulama kompak harampemimpinkafir pilih ahok murtad,1
449,didik bodoh larang bawa agama biar orang islam bayar ahok sadar pilih ahok gila,1
450,tanah abang cina resah stres gara sih nista agama pilih kepala daerah pasar sepi sepi minggu,1
451,ri tentang sih cina kafir ahok kriminalisasi polisi rekayasa hukum nya,1
452,habis pikir fanboy ahok bego bego ya erti sejarah gampang jebak iklan maaf ya,1
453,pilih ahok pilih iman koruptor munafik bodoh,1
454,ahok sih hina al qur an ulama sikap jijik sok suci,1
455,ayo umat islam pintar percaya aksi hubung pilih kepala daerah agus harimurti yudhoyono bayar anies untung ude,1
456,debat final pilih kepala daerah jakarta mampuuuusssssss empok silvy,1
457,hidup cina komunis,1
458,salah jokowi ahok sih babi ateis,1
459,ahok menang pilih kepala daerah bikin video sex bareng anak tan,1
460,keluarga domisili jakarta pilih ahok suara ulama bulat harampilihahok jangangolput,1
461,ketutunan cina kota pulau jakarta coblos ahok kartu tanda duduk aspal kamboja,1
462,cina babi cina maling nusirchina,1
463,pilih agus sylvi anak susilo bambang yudhoyono keluarga koruptor nblusukanahok jemaah coblos peci,1
464,tangkap ahok kelompok nya palsu e kartu tanda duduk khianat bangsa negara,1
465,tangkap ahok bagi tuju,1
466,sayang bangsa jago dukung ahok dukung mas anies suci,1
467,video ahok hina agama kristen agama konyol ahok pecah belah bangsa,1
468,nista agama jaksa tuntut ahok pecah belah bangsa,1
469,mbak sylviana please sehat debat final pilih kepala daerah jakarta juang selesai,1
470,nomor sok tau langsung sekak wkwk debat final pilih kepala daerah jakarta,1
471,ayo jaga utuh negara satu republik indonesia tangkap nista agama stop kriminalisasi ulama,1
472,salah dukung mafia koruptor nista agama gerombol banci titot laku bidik arah,1
473,tobat yuk lambat biar gerombol jil doa konsisten bela kafir hayat,1
474,ya allah tempuh curang menang sih nista agama engkau kirim malaikat maut les,1
475,banyak fitnah nih empok silvy debat final pilih kepala daerah jakarta gue,1
476,front bela islam dukung ahok kalah izin allah gusur gubernur koruptor nista agama,1
477,jakarta banjir pimpin akhlak nista agama,1
478,twit asyik tau akun akun pro nista agama akun akun buzzer kerja hujat,1
479,ahoker bela nista agama,1
480,cucu dajjal hadir,1
481,siang malam maki ulama nongkrong media sosial ulama bela nista agama sombong ampun,1
482,mayoritas etnis cina daerah khusus ibukota solid dukung nista agama islam dendam nasionalis,1
483,muka empok silvy asem banget tertawa kena deh habis jahat sih debat final pilih kepala daerah jakarta,1
484,gara bela dakwa nista agama remuk sukurin,1
485,b kumpul teman nista agama empati korban banjir koar puji jujungannya,1
486,penjara nista agama turun,1
487,sih nista agama jaga mulut jaga jakarta,1
488,ahok program pasang calon no program ambang ya iya pakkk program cela debat final pilih kepala daerah jakarta,1
489,aku ahok djarot gagal atas banjir orang kena banjir sibuk sidang nista agama,1
490,julay iya ahok pimpin pantas nista agama penjara,1
491,overdosis televisi bela nista agama,1
492,masuk akal suara nista agama kutuk ame umat islam suara nya sengaja ditinggiin,1
493,pecat menteri data ngawur paksa haha ahok tumbang pasang calon pilih gubernur daerah khusus ibukota,1
494,penjara ahok nista agama jokowi turun konsolidasidewanpkb,1
495,biar tim sih nista agama main curang kemarin sengaja biar biar gaplok umat islam ramai jakarta nista,1
496,haha silvy oh silvy cacing ah wkwk debat final pilih kepala daerah jakarta,1
497,angin ahok tai fitnah tukang caci maki perempuannn anjing ahok tumbang debat final pilih kepala daerah jakarta,1
498,ahok tumbang fakta bilang fitnah ndebatfinalpilkadajkt,1
499,kecewa on silvy malu fitnah rasa ahok panas sekak mat debat final pilih kepala daerah jakarta,1
500,bu silvy anti pegawai negeri sipil level rendah debat final pilih kepala daerah jakarta,1
501,orang islam bodoh goblok milik ahok debat final pilih kepala daerah jakarta,1
502,fitnah front bela islam pecah ulah ahoker elektabilitas ahok tinggal kelojot majelis ulama indonesia nu muhammad,1
503,norak banget iklan mantan menteri didik budaya respech tenun bangsa maksud,1
504,tebar benci ahok mbak mbak tau sih dakwa,1
505,bu sylvi mutu debat final pilih kepala daerah jakarta,1
506,huuu sylvi oceh nobarahokdjarot debat final pilih kepala daerah jakarta,1
507,sylvi beloon debat final pilih kepala daerah jakarta,1
508,ahok nista agama olok olok surat al almaidah cc,1
509,jakarta banjir pimpin akhlak nista agama,1
510,debat final pilih kepala daerah jakarta mati ahok,1
511,program bisa fitnah ciri orang suka ambil kjp kontan debat final pilih kepala daerah jakarta,1
512,empok silvy nyinyir melulu nya sayang sesat maklum sih dese mak mak devat final daerah khusus ibukota debat final pilih kepala daerah jakarta,1
513,haha pilih kepala daerah dasar polisi made in cina lindung nista agama,1
514,kurang daya wanita daerah khusus ibukota jakarta telak beda warna muka warna tangan empok sylvi debat final pilih kepala daerah jakarta,1
515,agus silvy tukang fitnah debat final pilih kepala daerah jakarta,1
516,debat final pilih kepala daerah jakarta ya gus sakit fisik verbal gue gebuk ramai,1
517,keluarga maling coyy trauma kaleeeee keluarga,1
518,kait jokowi ahok johan budi jokowi anjing ahok babi ya beda otak,1
519,bajing silvy debat final pilih kepala daerah jakarta,1
520,hasil lindung ahok dakwa nista agama,1
521,lepas banjir jakarta dukung ahok ganti narasi doa untung sang nista agama,1
522,tionghoa kayak putus sekolah banyak dugem,1
523,gusur ahok indonesia teladan buruk bangkang hukum anti manusia jakarta tular daerah coblospecinya,1
524,ahoker takut mati salat tenang abu janda ustaz gadungan salat ahoker jokower,1
525,mampus tembak banget silvy urus dapur program suka serang gue debat final pilih kepala daerah jakarta,1
526,anjir kali lihat orang bego debat pilih kepala daerah kerja serang karakter kecewa on empok silvy and agus debat final pilih kepala daerah jakarta,1
527,uang taipan bayar ratus gusur biadab ahok,1
528,cina anjing,1
529,bicara sylvi oke debat ahok sylvi langsung kuat goblok,1
530,banjir tuhan lawan ahok jakarta banjir jakarta banjir genang,1
531,pimpin pribumi pilih pimpin impor adab tukang bohong yuk pribumi daerah khusus ibukota milik bangsa indonesia,1
532,program modal bacot doang,1
533,dukung nista agama dukung gera,1
534,narkoba bahaya ilusi suci ahok sang nista,1
535,ahok orang nista agama,1
536,cina duit hasil maling indonesia kembali kedok investasi plus bawa gembel napi cina negeri nenek moyang ahok,1
537,tangkap ahok ahok koruptor reklamasi jakarta nista agama islam,1
538,banget bego nya empok silvy and agus debat final pilih kepala daerah jakarta,1
539,ahoker senang cuit gue sila unfollow gue anti ahok sih nista agama islam,1
540,agama nista ulama leceh alas harampemimpinkafir,1
541,serang ahok kafir galak,1
542,as anjing ahok kaum babi bacot duel gue,1
543,ahok verbal keras lampias lari lelaki lunak,1
544,maling cina babi bantu likuiditas bank indonesia korupsi nya triliun sih ahok korupsi triliun,1
545,mimpi main disc jockey farid jakarta islami aceh ahok pilih babi rindu halal,1
546,ridwan kamil hebat top kayak ahok tukang nista agama koruptor,1
547,ri sih ahok kutil babi,1
548,dasar sih kutil babi ahok tukang bohong bohong ahok salah tutup gagal nya contoh banjir,1
549,sih dakwa nista agama alias sih ahok babi jamban morfin uang rakyat jakarta,1
550,om ahoknya om sih babi ahok atas banjir om babi bual om,1
551,anak babi jalan nya tunduk malu lihat ulah nya bela ahok,1
552,perilaku sih babi benci bau islam cocok ahok,1
553,ahok sih kutil babi rumah lembang jakarta banjir bud,1
554,jujur orang cerdas pintar pilih orang imam pimpin salat aji santun sopan babi kafir ahok,1
555,teman ahok tai pimpin kayak babi,1
556,babi ahok ejek onta biar injek onta,1
557,stigma babi milik tuhan sih ahok kafir,1
558,kampung ya dukung agus harimurti yudhoyono,1
559,harahap panik ahok sih kutil babi tumbang putar terus cuap cuap mu media sosial pengaruh,1
560,ahok layak manusia babi akal pikir jiwa manusiawi,1
561,ahok ahok basuki tai babi,1
562,dumdum caci maki nista agama tahu poligami umpet begitu sih ogah,1
563,gusur iya trump nista agama anti islam hubung anis,1
564,nada asing koplo bela sih nista agama durjana suruh orang aji,1
565,bodoh nista agama pilih pimpin salat,1
566,pilih anis sandi pilih sih nista agama pecah negara satu republik indonesia,1
567,dakwa nista agama salah mana coba bikin hoaks metrotipu aman dewan peres,1
568,pamor rk akan partai politik usung dukung nista agama,1
569,sih ahok pantas nobat babi keprek,1
570,salah tulis dakwa nista agama coba tulis baginda mulia cih,1
571,fakta cina parasit otot bela sih nista agama,1
572,jokowi ratu adil turun darah biru darah kotor cina babi,1
573,keren nih apps kawal mungut suara yuk gabung pasti calon gubernur dakwa nista agama cepat antar habitat,1
574,tau ya koar sembarang banget benar bego fuck you,1
575,ahmad dhani hormat babi anjing kontol lonte tunggu nya karier mu habis,1
576,kang fakta partai dukung sih nista agama benci rakyat rakyat jabar,1
577,tolong sok cantik pacar artis letek jijik gue lihat,1
578,muntah lihat lagak nya orang sok iya banget hoek,1
579,televisi bicara ahmad dhani monyet babi anjing,1
580,perempuan kayak mending mati deh jelek sok make up artist,1
581,ahmad dhani borok sampah babi anjing orang muak lihat muka dhani bangga,1
582,sih ahok dakwa nista agama malu oi,1
583,putus erka hormat pilih partai dukung nista agama,1
584,lupa biar karam kapal munafik bangun jabar kapal bersih delete partai dukung nista agama hati,1
585,dunia nafsu ya kang sayap kayak burung hantu,1
586,nista agama santri hormat kasih ahok otak reparasi pilih kepala daerah nama santri kail jual belikan,1
587,payah banget maju jabar pakai partai nasional demokrat dukung nista agama butuh uang ya kang payah,1
588,polisi imam salat nista agama bodoh islam ikut copot kepala polisi resor jakbar,1
589,bodoh nista agama pilih pimpin salat,1
590,ria ranah habis pikir ntinggal tunggu azab allah nih negeri pimpin zalim,1
591,kampung datang nista agama,1
592,tuju ahok gelar santri hormat santri hormat babi,1
593,senang fan mati lupa bego banget,1
594,babi anjing mampus kalah jatuh miskin deh bekas sah,1
595,sih ahok ahok cina anjing kafir nista agama islam,1
596,anjing ahmad dan babi ahmad dhani,1
597,haha maki lawan tindas pimpin munafik lindung nista agama agama no islam taubat root,1
598,pikir anak bani kampret beda nista agama fitnah tipu garong,1
599,cewek pakai kerudung ya kali konferensi pers citra islami kali haha,1
600,surat pemberitahuan tahun ahok nasional demokrat susul rekan nya dukung pasang calon nista agama tukang caci maki tai tai,1
601,juli micin jadi camil kang bego bego banget,1
602,didoain ketemu sih nista agama langsung cebur laut reklamasi izin sembunyi tumbal reklamasi,1
603,qodr ahok cabe nya bahan bakar minyak facebook politik tau tau nya berita sampah citra,1
604,manusia anjing mati mati rela murtad babi ahok kafir,1
605,ahok jamban bela aparat kristen cina kafir berani menghi,1
606,resah presiden hidup penuh drama citra main film televisi joko judul,1
607,percaya induk nista tahan bela,1
608,mari muslim cyber army ganti sebut a k dakwa nista agama,1
609,orang islam suka sih hoaks nista agama jaga lisan tindak rusak hubung,1
610,pandeka nomorkoruptor negeri korup asuh cina babi,1
611,hajar bela nomorkoruptor cuihhhhhh,1
612,gusur cebong gila amuk bela sih homo nista agama haha,1
613,tolol bela nista agama sangka,1
614,orang saksi anjing babi tolol,1
615,sih ahok kampret becus kerja citra melulu sih ahok kampret,1
616,tanda kiamat x ya orang muslim ingkar al alquran pilih nista agama nomorkoruptor nomorkoruptor,1
617,janganmaudibohongiahok ahok sumber kacau politik ramai aski fight,1
618,mata najwa debat jakarta anies sadis topeng buka lebar malam biar warga daerah khusus ibukota nilai kecut,1
619,anies congor gede realisasi janji bisa korupsi dosen bangsat,1
620,mata najwa debat jakarta hebat ahok salam anies hormat idih gue sih ogah,1
621,mata najwa debat jakarta urus bacot anis nya juara makan bacot jakarta haha pasang calon aneh gede bacot doang,1
622,mata najwa debat jakarta anies omong doang menteri terobos bicara ky sok jago banget,1
623,mata najwa debat jakarta sih cina babi ahok banget sok pintar banget ahok,1
624,mata najwa debat jakarta lucu banget ahok sambung kena sekak mat isu agama dasar cina tolol haha,1
625,mata najwa debat jakarta topeng fix buka dukung bau busuk,1
626,mata najwa debat jakarta anies suka nyinyir suka putar fakta program bisa jelek kerja basuki,1
627,babi iya sih ahok kayak babi,1
628,sih tengkuk babi sipit bangkai agen dajjal onta haha orang waras tau ahok paksa,1
629,ahok kafir umat islam anti ahok ahok kafir tambah ahok cina suka makan babi bir,1
630,gue bilang babi ahok kafir gue gerombol babi ahok rasa anjingin bangsatin,1
631,si babi cina biadab laku kaum pribumi jongon surat pemberitahuan tahun baris serba nu nusantara dukung timpang biadab,1
632,ahok kafir takut debat rakyat asli pribumi nelayan pakar reklamasi rakyat ahok kafir bencong,1
633,nampaknya paket sokong cina babi sokong lgbt,1
634,biadab ahok cina kafir anak rakyat pribumi islam gusur rumah hidup,1
635,tim ahok otak toilet otak tumpul anies komit pancasila ahok kafir pancasila,1
636,mata najwa debat jakarta anies tinggal tenang tulus debat malam agitatif licik moga kalah anjing,1
637,proses sidang ahok waspada ulama kubu ahok ulama munafik sesat sesat,1
638,anies rangkul dua satu surat pemberitahuan tahun dangkal cekak intelektual budak ahok kafir,1
639,biadab ahok cina kafir rakyat asong gusur aniaya surat pemberitahuan tahun teroris ahok kafir biadab,1
640,kenyataanya juta rakyat asli pribumi miskin miskin ahok cina kafir,1
641,indonesia dibully orang salah binatang nomor biar liar mata najwa debat jakarta an,1
642,sidang ahok moga si nista agama antek mati wajar jasad terima tanah mrs sorga amin moga tuhan tuju,1
643,iya kelas nista agama nya bacot doang arogan surat putus bilang tai nenek oh ya sumber waras nama e kartu tanda duduk kabar sekakmat,1
644,penjara cina kafir ateis ahok pimpin babi tukang korupsi,1
645,kampanye racist bicara nya ahok untung goblok kafir untung perkosa bunuh enak duit,1
646,haha idiot bilang orang kafir nasrani dukung ahok kafir pasuk wilayah syariat islam,1
647,i hasil emak emak jual puki asli pihak partai komunis indonesia sih ahok anak cina anjing kafir negara satu republik indonesia,1
648,tim dukung sakit jiwa hilang akal sehat ide iklan ahok jahat,1
649,iklan ahok jahat hati hati frustrasi main kasar hasil survei sih nista agama kalah,1
650,hookk masuk gorong iklan ahok jahat,1
651,kayak nih kampanye tim aniessandiuno kampung intimidasi masyarakat kampung iya asutenan,1
652,sih kutil babi leceh pribumi umat islam iklan ahok jahat,1
653,bicara kaca pecah belah rukun ahok bisa kacau iklan ahok jahat,1
654,iklan ahok jahat teroris nyata indonesia wahabi onta babi babi milik cina tebar teror sungguh,1
655,sadar anak bangsa pertiwi diporakporandakan manusia biadab ahok aktor utama,1
656,gerombol ahok rindu rusuh hati kabul tuhan iklan ahok jahat,1
657,ahok and bani serbet and wereng coklat pancing umat muslim marah iklan ahok jahat kumpul orang sinting,1
658,iklan ahok jahat rezim jokowi kampret setan iblis dajjal bangkit kubur gembira pesta pora belenggu,1
659,anti cina ganyang cina siapaaaa anti ahok sang nista agama kampanye ahok jahat iklan ahok jahat kampanyesara,1
660,bingung kali pakai kampanye bikin fitnah kayak begitu depresi ya takut kalah iklan ahok jahat,1
661,tahu sama malin kundang ahok dua durhaka asbak iklan ahok jahat kampanye ahok jahat,1
662,aduh laku ahok sok sok jaga agam provokator racist iklan ahok jahat,1
663,sr iklan ahok jahat bikin darah didih bangsat penuh propaganda islam radikal,1
664,kepala polisi daerah babi biadab bodoh otak kali,1
665,deh ahok hina islam manusia hina banding agama mulia iklan ahok jahat,1
666,ahok kafir budak anjing nya sampah agama islam sampah masyarakat,1
667,umat agama islam jakarta haram najis ahok kafir kristen,1
668,april cnn kibar bendera kuning mati ahok djarot,1
669,akibat ulah orang kafir nasrani persis ahok kafir larang jilbab anak seko jakarta,1
670,baswedan gubernur jakarta komisioner komisi berantas korupsi ahok kafir pantas germo alexis,1
671,iklan ahok jahat ganyang benar ahok sih mau ya ahok adu domba pribumi tionghoa,1
672,djarot pikir rakyat pribumi bisa babu cina songong jongkok,1
673,otak toilet otak babi terima ahok kafir ahok kafir hina anggap islam sampah,1
674,putar ahok kafir curang umat islam komitmen jakarta jadi laut api pikir hukum,1
675,iklan ahok jahat ahok cipta bara api rakyat pribumi tionghoa balut fobia ahok kafir racist,1
676,heran perintah jokowi budak kuli cina ahok kafir naga,1
677,ya nama calon wakil gubernur goblok erti atur debat bego licik sandiaga uno,1
678,bodoh dukung ahok muslim singgung sih qur an hina diam iklan ahok jahat,1
679,gubraaaaak malu lihat untung malam debat kayak mata najwa coba format ringsek pasang anjing,1
680,otak ahok djarot tumpul loyo stres jebol copot ganti,1
681,ahok kafir maling garong lahan laut milik nelayan rampok rampas reklamasi untung cina kafir,1
682,sumpah bego banget sih kesal gue orang pilih makhluk kayak sandiaga uno coba oh agama,1
683,responden goblok paham wartawan berita goblok anies sandy pimpin mudah,1
684,front bela islam renovasi masjid ahok kafir kristen urus masjid hubung,1
685,ahoker kristen munafik henti olok gereja arah ahok hina sih bumi datar,1
686,uma survei sih botak menang ahok cina kristen bukti sih botak dukung cina kristen,1
687,ahok pecah belah umat ajar kristen konyol raup suara muslim ahok racist partai komunis indonesia tulen,1
688,oi tonton fitnah pale peang gym,1
689,ahok pilih pimpin dasar agama langgar konstitusi babi bungkus congor pecah belah umat agama,1
690,pribumi kristen dukung ahok anti manusia bodoh goblok steven hadisurya sulistyo,1
691,maksud bukti korupsi nista agama nya ya om bangsat tai maaf gue pakai bahasa babi ahok,1
692,eh tai bangsat omong kayak iwan bopeng potong leher tentara nasional indonesia bangsat iwan bopeng baekin tentara nasional indonesia tai,1
693,eh anak anjing ahok klan siuman mending emut bool basuki kasih tau babi bool basuki wangi,1
694,cewek cakap bego laku sih ahok cina bau tai makan bubur encer ahok paham komunis nista islam kristen,1
695,ajeng paham sih babi ahok bicara santun bangsat tai anjing setan intonasi familiar tuntun,1
696,bunuh mata mafia koruptor nya nista agama panggil popular nya babi ahok,1
697,sumber waras trans jakarta jokowi diam sih kutil babi ahok ganyang,1
698,muka sih babi ahok serbet lantai ahok,1
699,bang hancur bang musnah cina babi bumi pertiwi indonesia kedok reklamasi ahok,1
700,sapa bilang ahok anti korupsi grombolannya bicara wajar ahok mafia koruptor sang nista agama lindung istana partai komunis indonesia,1
701,gue mimpi sentil biji babi ahok cetar cetar langsung kejang adu jokowi jokowi sunat bicara al maidah,1
702,mudah gue ketemu sih babi iwan bopeng mungut suara nya anjing ahok,1
