,Unnamed: 0,Tweet,label
3485,486,remuk rengginang cocot ah,0
3486,487,ku padah eh even bodoh bulak curang ompu ya nya still segal sayang eh bodoh sikpande harga xe x xa,1
3487,488,,0
3488,489,acara mutu ulah mantan aktivis nih organisasi masyarakat mahasiswa gembong partai komunis indonesia musuh bebuyutan himpun mahasiswa islam,0
3489,490,ayo pilih alin alin bawel banget omong banci jalan omong,0
3490,491,adopsi perintah pusat nih,0
3491,492,prof prof bilang dapat forum buka kacau biar prof muka agama ulama melur,0
3492,493,biadab oknum aparat keparat,1
3493,494,haha jancuk,0
3494,495,untung kunti,0
3495,496,kaisoo couple hangat bandara tanggal maret kemarin kalah hunhan korea cina cina korea kau suka banget o kaisoo fact,0
3496,497,wkwk mampus salah gue blok jaman jokowi ahok calon gubernur gaya intip intip anies sandi uniform resource locator,1
3497,498,orang asing obrol bosan tunggu transit teman,0
3498,499,mata picek mata lihat belah,1
3499,500,maaf twitter kali orang bego,0
3500,501,kocak kalabong dungu,1
3501,502,catat buka lupa alam pilih kepala daerah daerah khusus ibukota jakarta usung partai gerindra hasil tumbang tahan usung koalisi motor,0
3502,503,kenal awal pribadi perempuan pilih kepala daerah bondowoso radar jember,0
3503,504,mayoritas buddha pendeta demo googling video demo thailand biar tau,0
3504,505,komunis main,0
3505,506,suka kesal orang pas gue jadi confess gue gilir gue jomlo mana tau bicara silit,0
3506,507,ehhhhh bandot kritik jokowi mencret darah is oke hina fitnah ambil tindak jokowi presiden pimpin negara pimpin agama salah kaprah luuuu,1
3507,508,balas usir buddha ajar etnis muslim rohingya singkir data sensus duduk myanmar,1
3508,509,astagfirullah mata gue noda kutuk tonton bokep xf xf x xad,1
3509,510,allah panggil orang allah mampu rindu baitullah,0
3510,511,kontol iya hapus,1
3511,512,obat monyet kedih uniform resource locator,0
3512,513,pergi bangkai,1
3513,514,bingung toleransi bikin gue pikir alas katolik paus wakil kristus,0
3514,515,tertawa kunti,0
3515,516,amin ya rabi tolong indonesia ya alah lebiiihhhh,1
3516,517,ustaz partai adil sejahtera yudi widiana tilap duit bahasa agama juz amp liqo felix kwetiau amp alumni diam amp pura budek gilir bu xe x xa,1
3517,518,amin moga istikamah khawatir cibir orang anggap uji orang dulunya suram kafir taubat tokoh juang agama islam,0
3518,519,video call gubernur dinas istanbul turki video call lapor hibur malam karaoke sense amp diskotik eksotik tutup hormat keras bantu ole,0
3519,520,bela pancasila daulat negara dukung lengser ancam nyata,1
3520,521,proyek saracen ganjal lantik anies temu saracen foto tokoh partai politik,1
3521,522,sih ahok kutil babi,1
3522,523,soekarno konotasi rejim anti demokrasi ndg embel presiden umur hidup,0
3523,524,hajar ganyang partai komunis indonesia uniform resource locator,1
3524,525,bangkai kg tidur siang,0
3525,526,jokowi kasihan goreng pbb,1
3526,527,amin moga jokowi presiden,0
3527,528,meni simpang lgbt nikah hidup berkah dunia rusak zina gera stop kawin,0
3528,529,kepala polisi republik indonesia mundur jabat,1
3529,530,daya ekonomi pesantren ulama jawa barat dukung jokowi pilih presiden jokowi,0
3530,531,semangat kantor staf presiden depan publikasi giat presiden rakyat tau presiden kerja keras bangun bangsa kerja kerja kerja,0
3531,532,cocot,0
3532,533,tuju dukung presiden upaya kurang kuasa asing kurang ekspor mentah ganti kontrak rugi indonesia,0
3533,534,kristen nusantara contoh huria kristen batak protestan huria kristen batak protestan gereja kristen jawa gereja kristen jawa gereja pasundan gereja manado gereja malu gereja papua ciri khas sesuai tradisi suku,0
3534,535,ya bentar utang susilo bambang yudhoyono njiiieng,1
3535,536,masyarakat tionghoa pancasialis orang jawa ekspos contoh nyata kwik ekonom ustaz felix siauw xf xf x x,1
3536,537,freepotakkan diam negosiasi kalah,0
3537,538,negara kayak tipu bocah sekolah dasar dokumen hilang huh,1
3538,539,allah subhanahu wa taala sembah dungu biadab ya,1
3539,540,ogah prabowo gatot oke,1
3540,541,banyak baca cerdas biar cap goblok v njust kidding maaf balas orang intelligence quotient erti tulis v,0
3541,542,calon gubernur jawa nomor urut program unggul rival kait buka lapang kerja juta ganjar situasi ekonomi buka lapang,0
3542,543,burik iya burik panuan kutu jamur ha rang ajar,0
3543,544,we jancuk ajar,0
3544,545,amin rais himbau masyarakat salah pilih pimpin,0
3545,546,jaman gue negeri kamis pakai baju kotak kayak seragam sekolah kristen jumat nya wajib pakai celana doang pakai baju koko ya xf xf x x,0
3546,547,najis kirim pesan direct message gue balas bodoh gue doa pentas menang,1
3547,548,cowok bacot sih anjing gue gampar,1
3548,549,rizal ramli mayoritas masyarakat sempat jokowi klik rmol calon presiden rakyat,0
3549,550,indonesia lawyers club boediono century ikut intens lupa kunci butuh ganti presiden,1
3550,551,maju gubernur sengsara rawan,1
3551,552,orang anggap munafik pura penting buat,0
3552,553,kristen prinsip enkulturasi agama katolik indonesia kristen indonesia asing islam kental arab,0
3553,554,copras calon presiden pikir mikirrrr pikir sih kowi periode babak bur uniform resource locator,1
3554,555,tau jokowi panggung jilat jilat prabowo dasar lintah uniform resource locator,1
3555,556,barusan dongok dongok motor klakson tubi lampu merah oi dongok berisik norak pas tengok tau teman chain menang ganti lu darah puteeeh,1
3556,557,prabowo suka kampanye negatif kampung geli,0
3557,558,presiden jokowi gubernur anton program selaras jalan hasan,0
3558,559,the lie tju siswi kelas b katolik santo petrus istri ronaldo pardede siswa kelas a katolik santo petrus,0
3559,560,dengar ulama otot kriminalisasi ulama ya lengser jokowi,1
3560,561,bencong bacot cewek kayak banci amen kasih duit bacot xf xf x x xf xf x x xf xf x x mending cakap jelek kayak suram xf xf x x xf xf x x mentioned gue langsung kutip twit xf,1
3561,562,cina cina usir ya rusak sih kerja,1
3562,563,ayo bangsa indonesia sih etnis cina ahok,1
3563,564,tolong lihat bok ya panggil pas papas buta budek tunggu xe x xa,0
3564,565,enak banget ya om jawab bom susilo bambang yudhoyono debat sangka tinggal,0
3565,566,kafir alquran situ sehat,0
3566,567,dukung calon presiden suka atur jokowi prabowo atur menang pilih presiden,1
3567,568,hebat ahok maaf bini salam surat pemberitahuan tahun ono kabur tahu malu aku ulama laku bejat,1
3568,569,dungu islam alquran ajar amoral ansor agama islam posisi moral,1
3569,570,owner seo tai adminnya hiring sayang xce xb xce xb xcf x xd xbc xcf x xd x xc x xce xb xd xbcs,0
3570,571,oke sip otak bolot gue bingung,0
3571,572,hidup prabowo anak soemitro penghianat bangsa,1
3572,573,perek sih doll ya,1
3573,574,pilih presiden orang tua nya penghianat negara,1
3574,575,sih ahok bilang nista agama kayak politikus koruptor panggil urus hukum ngeles pakai sakit hati hati terus mati,1
3575,576,tolol aji mana agama islam tahu orang aji orang,1
3576,577,new post festival pesona tambora angkat eksotisme alam budaya dompu bima,0
3577,578,bang kristen istri muslim strategi,0
3578,579,presiden joko widodo jokowi buka kongres himpun mahasiswa katolik republik indonesia himpun mahasiswa katolik republik indonesia pesan konteks politik jaga kondisi kontestasi politik isi adu program gagas ra,0
3579,580,cebong kasih fakta bilang dusta cebong kasih dusta bilang realita cebonger si bikin gemas xf xf x x,1
3580,581,cina kafir bangsat dasar komunis,1
3581,582,rakyat kaum bani cebong,1
3582,583,gue menang anjir cupu fik,1
3583,584,kangen edan,0
3584,585,oh mami kontol jari pusat ngentot mami mami capai,0
3585,586,kuliah maroko bilang anies super gubernur jaga asa enak bilang layak presiden,0
3586,587,orang orang maha nan suci mau sih hina presiden lepas umur keluh tahan cina tahan keluh perintah orde mau su,1
3587,588,salah amp bilang antek asing adik prabowo bilang prabowo pro amerika uniform resource locator,1
3588,589,jodoh presiden pengantin wanita tajikistan sedih,0
3589,590,resmi berkat gereja katolik hati kudus yesus batu gantung ambon,0
3590,591,wkwk gue tot setan,0
3591,592,eh wartawan selandia kampret berita kampret sebar kasih konferensi pers xe x xa,1
3592,593,citra ah prabowo tidur,1
3593,594,ustaz subki al bughury si sos i dukung pilih kepala daerah damai kabupaten sinjai hoaks ujar benci isu sara,0
3594,595,retweet sensasi ngentot cewek cantik hijab xf xf x xd nblowjob kontol hijab ngentot orang hijab sepong kontol xe x xa,0
3595,596,bro ciri cebong adu domba sok lugu nama cebong buzzer receh xf xf x x xf xf x x xf xf x x,1
3596,597,detikcom buru buru tolak wacana pilih kepala daerah dewan wakil rakyat daerah pilih pilih,0
3597,598,front bela islam nyata darul islam nyata isis propaganda politik,0
3598,599,prabowo tua generasi muda blusuk jokowi muda blusuk bagai pulau,1
3599,600,mohon maaf pilih presiden pilih jokowi like prabowo rt,0
3600,601,berani minoritas tau pasrah balas milik tuhan allah,0
3601,602,dah shopee kampang,1
3602,603,bu pustaka orang bisu ya bu ha nak dieman suara,0
3603,604,baca banding modal hasil panjang dasar antek asing,1
3604,605,kerja tugas prakarya seni budaya,0
3605,606,kolam buaya oke,0
3606,607,yu mari songsong presiden,0
3607,608,gue bani ngepost milik orang nik,0
3608,609,cebong senang lihat jaya anis sirik parah junjung puji habis habis buruk,1
3609,610,busuk mawati agama islam takut gejala gila nih nenek,1
3610,611,salah obyek vital aman lemah gedung dewan wakil rakyat moga sah undang undang anti terorisme dewan wakil rakyat sasar bom bunuh amin doa kabul xf xf x x,0
3611,612,jalan platform ya mana facebook jalan bom gede,0
3612,613,orang katolik coba,0
3613,614,cacat,1
3614,615,haha roti buaya nikah,0
3615,616,luhut bajing,1
3616,617,me every night naaaaa anjing gue malu bangsat hilang aaaaaaaaa sih gue jijik banget aaaaaaaaa sih gue danta aaaaaaaaaaa hilang aaaaaaaaaaaaaaa,0
3617,618,kalong nya puji butut nya butut goblok goblok,0
3618,619,sabar gue adik kunyuk bau kayak sempak kuda,0
3619,620,tuhan iblis iblis tuhan agama onta,1
3620,621,asalamualaikum alaykum tolong harap bantu korban putus hubung kerja freeport,0
3621,622,jenderal propaganda perang propaganda jual utama partai komunis indonesia cina,1
3622,623,ngentot,0
3623,624,pesan presiden joko widodo negara indonesia kuat ulama umara iring lengkap kait pesan presiden simak video jokowi silaturahmi ulama jokowi cinta ulama jokowi,0
3624,625,tertawa baris cebong sakit hati pakai isu saracen serang anies sandi gagal lantik,1
3625,626,prabowo si mulut busuk rizieq anies fadli zon fahri kumpul sampah negara laku kayak sampah,1
3626,627,bak orang indonesia pelabur wujud peluang kerja pelabur jajah ekonomi kesal ubah selagi,0
3627,628,hindu nusantara buddha nusantara konghucu nusantara kristen nusantara salah coba argumen prof minum kopi amp guyon xf xf x x,0
3628,629,orang didik pikir ekonomi syariat ah ekonomi bangun ekstremis,0
3629,630,buzzer idiot,0
3630,631,dengar suara bom guntur geledek petir gunung letus dengar suara tangis buat nsidomi,0
3631,632,calon gubernur jabar bicara toleransi muzakarah ikat cendekiawan muslim indonesia jabar,0
3632,633,manusia otak dungu teriak teriak bubar partai komunis indonesia buku baca bodoh otak kosong mulut iya iya,1
3633,634,kisah emis yahudi buta xf xf x xa,0
3634,635,laksana presiden jokowi promosi asiangames gencar ratas presiden promosi asi games gencar,0
3635,636,cebong jago bikin sebar hoaks,1
3636,637,kreativitas masyarakat desa daya tiada batas tingkat ekonomi hidup roda ekonomi mikro desa salam daya desa sengon prambanan bagi bahagia,0
3637,638,partai komunis indonesia ramai ramai antek komunis opini nyata abur bangkit partai komunis indonesia,1
3638,639,isu tuan guru bajang zainul majdi isu satu kuat ekonomi umat sejahtera rakyat budaya pancasila,0
3639,640,gelap gelap ranah malam gelap mata ranah buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja,0
3640,641,revisi hukum pidana masuk klausul kerja seks komersial sukarela butuh indonesia gencar promosi surga wisata internasional nyata pagar uniform resource locator,0
3641,642,rpgpedia gubernur jaman now rakyat pilih nomor ganjar yasin kandangbantng salam teman role playing game nama rudy teman ruddy,0
3642,643,woi bolot,1
3643,644,bicara remeh temeh surat pemberitahuan tahun kalajengking beliau tau oposisi surat pemberitahuan tahun nyinyir stres strok dosen laku bacot gede hasil karya anak asuh mayor dungu,1
3644,645,keanekaragaman budaya suku agama sungguh kaya djarot hadap serta rapat kerja cabang khusus partai demokrasi indonesia juang kota gunung sitoli gubernur zaman now djarotsihar sumutpilihdjoss djarot sihar menang gunung sitoli partai demokrasi indonesia juang,0
3645,646,pasar temu tukang jual pisang maki abang gara gara dukung lgbt aduh xe x xa,0
3646,647,tipe bela andal cebong muas syahwat xf xf x x xf xf x x xf xf x x,0
3647,648,ajak muslim cari muhammad enak cocok penis bangsa susah,1
3648,649,eh dungu sen gue puter alun gue forward berita analisa kelompok manusia homo cerdas wkwk wkwk wkwk,1
3649,650,hehe tipikal bani bodoh bantah danga dungu,1
3650,651,improvisasi lagu al qur an tafsir masak susah pikir murottal tingkat tilawatil qur an tingkat raut muka tafsir kentut tafsir ngentot tafsir kawin tafsir aji,1
3651,652,moga orang wajah seri jumat berkah wajah wajah orang orang mukmin seri seri al qiyamah wajah wajah orang kafir,0
3652,653,panik ganti presiden tau calon ups buat pimpin koruptor tangkap ganti presiden tau negosiasi,1
3653,654,harus thread tenaga kerja indonesia malaysia jam kerja jam kilang jahanam,1
3654,655,ekonomi hancur subsidi cabut bahan bakar minyak mahal listrik karuan sembako jangkau rakyat politik kisruh agama nista bijak pro rakyat ham bengkalai leadership lemah periode,1
3655,656,indonesia hormat as kemarin bicara nwahhh romannye antek asing,1
3656,657,usir pasang asing cina selamat hutan,1
3657,658,huh orang cadang nak tutup tahfiz bondong bondong manusia melayu kutuk habis habis agama islam tengok rupa lalak yahudi live kat media sosial langit kat zouk sola,0
3658,659,aliano calon presiden indonesia bebas hutang indonesia bubar pas kiamat umrah gratis orang,0
3659,660,cipta hoaks ya presiden wakil,1
3660,661,swasta katolik iya tk swasta katolik ketemu teman pikir ya situ,0
3661,662,muncul antek antek partai komunis indonesia berani muncul terang terang mudah mudah perintah tinggal diam uniform resource locator,1
3662,663,su pin siswi kelas c katolik santo petrus istri ronaldo pardede siswa kelas a katolik santo petrus,0
3663,664,kualitas bayar mar gratis mending pakai antena tonton indon ar xf xf x xa uniform resource locator,0
3664,665,kandung ekstrak lidah buaya kandung alkohol milik manis reaksi obat aman anak amp bayi kemas finger off sentuh luka perih l,0
3665,666,islam indonesia dialog budaya alas dasar islam mudah kembang islam budaya tentang,0
3666,667,onta ya xf xf x x,0
3667,668,khawatir dek tsamara henti mentwit takut antusiasme rakyat merosot lihat kader partai rakyat tarik lihat psi trust hil,0
3668,669,asa walubi umat buddha indonesia usir bantai,1
3669,670,gilir ambruk plonga plongo kayak ayam kena tetelo putin prabowo indonesia ganti presiden,1
3670,671,beda kristen agama percaya yesus juru selamat tuhan mk terima roh kudus tolong hibur kuat,0
3671,672,presiden soeharto resmi museum taman mini indonesia indah,0
3672,673,sindir deh ganti presiden,1
3673,674,percaya akun xe xe xa xe xe xa wa nya percaya video camera sex bukti video call detik pas suruh transfer alas nya xe xac xni muka nya kayak monyet xe xac x uniform resource locator,1
3674,675,bicara sains tonton youtube laku eksperimen tonton youtube modifikasi buat aduh geblek,1
3675,676,presiden jokowi lembut launching bandara kertajati mei,0
3676,677,pojok polisi selidik presiden partai adil sejahtera unsur pidana,0
3677,678,kristen teman gereja kristen jawi wetan terap hidup beda kristen indonesia daerah kultur budaya nusantara agam kolaborasi agama k,0
3678,679,jokowi serah ganti jokowi lengser jokowi kisas jokowi uniform resource locator,1
3679,680,nasional demokrat bahan tertawa anak indonesia omong kader bunyi calon wakil presiden jokowi khayal kader partai rakyat peduli kecuali ganti presiden,1
3680,681,umat islam bodoh pakai fiksi alas salman rusdhi the satanic verse asal bodoh fiksi imajiner angan tuju bela nara,0
3681,682,homo sial bajing goblok gian amput anjing tepi jalan moga terima balas nya,1
3682,683,ajak anak anak ledak bom muncul orang paham islam tindak keji aman abdurrahman,0
3683,684,pacar bowie cece sih banci salon banci tampil xf xf xa xa uniform resource locator,0
3684,685,direct message sis zon bilang kampang kesal bangsat,1
3685,686,alah kontol,1
3686,687,kocok memek sayang,0
3687,688,babang kontol tebal jembut rimbun coli bikin iler xf xf x xb xe x xa,0
3688,689,gue sadar situ ikut umrah ya onta makkah iya salam kenal dav,0
3689,690,bubar komisi berantas korupsi biar leluasa koruptor kaya negeri,1
3690,691,susah bang jawa pegang jokowi antek sedih sih,1
3691,692,rezim orang kayak berani tampil layar kaca mohon ambil tindak,1
3692,693,otoriter bukti ott partai politik ya tangkap,1
3693,694,dosa rumah privasi tuhan pengaruh budaya tentang tuju dengan rusak sistem keluarga normal manusia tolak budaya lgbt xf xf xf xb xef,0
3694,695,cebong badut nya cina xf xf xa xaa xf xf xa xaa xf xf x x xf xf x x xf xf x x kipas uang receh galak main xf x,1
3695,696,berkat salat aji berkat ajar ilmu kembang kafir lukman,1
3696,697,heran budaya indonesia orang arteria fahri fadli jual teater terus narasumber berita kamera cari teater sengaja insentif monyet,1
3697,698,cepat ekor changbin hyung dibully titit darah habis,0
3698,699,cina non muslim bantai sih cina usir,1
3699,700,salah,0
3700,701,fed well motivasi jarang rebut bias merch gampang lumayan murah bilang lesbi cowok cantik,0
3701,702,iya ya lantas sebut orang agama islam sebut non muslim terima aneh rezim zaman susilo bambang yudhoyono kayak tepuk jidat ya inti,0
3702,703,orang tau islam belaga bunyi pidato jokowi sesuai ayat qur an allah ubah nasib kaum kecuali ubah ganti presiden rakyat ganti tuhan ganti hendak rakyat,1
3703,704,asa kemarin pakai axis aman deh rumah minggu kacrut kali sih jaring,1
3704,705,enak bego tuduh tuduh gue laku,0
3705,706,otak taruh mana taruh congor,1
3706,707,sih dakwa nista agama alias sih ahok babi jamban morfin uang rakyat jakarta,1
3707,708,bom gue nih takut,0
3708,709,yakin gabung sokong kesan tolong tolong ranah nikmat usaha bangsa agama negara sokong pakat harap,0
3709,710,alquran kitab sampah bahaya kacau,1
3710,711,gila jual pc jucan gue pikir wkwk edan,0
3711,712,sadar lepas sepatu kaos kaki bau banget woiii ya ampun kayak ambu silit,0
3712,713,najis sok banget jutek iyuuuh gue yanyk,1
3713,714,kali masuk surga kecuali orang orang yahudi nasrani angan angan kosong belaka qs,0
3714,715,mata sipit ya bilang sipit macam but i just love my eyes sok much,0
3715,716,bubar dewan wakil rakyat komisi berantas korupsi bodoh nya,1
3716,717,berondong kontol cakap crot uniform resource locator,0
3717,718,ramai bisu buang malu takut kepala tembus peluru,0
3718,719,taeyong nct cina hehe hujat please dapat fanbase terima kasih cina gede banding member terima kasih istirahat lihat terima kasih xe x xa xe x xa xe x xa xe x xa,0
3719,720,atur presiden jokowi atur presiden susilo bambang yudhoyono buka mata lihat bacot bodohin ikut,1
3720,721,islam larang kaum lelaki rupa kaum wanita pakai hias perilaku,0
3721,722,kuala lumpur ayat al alquran jadi hujah ulama haram pilih muslim wakil rakyat teliti rujuk orang kafir musuh islam anut,0
3722,723,tolak atur presiden tenaga kerja asing tolak atur presiden tenaga kerja asing ganti presiden presidenbaru hai mahasiswa indonesia nih hadiah lipstik kolor kakek tukang becak,1
3723,724,kelakar haha klaka pon cerita cinta monyet sekolah tengah xf xf xa xa,0
3724,725,xc xab diam buaya,0
3725,726,dukung rejim periode viralkan ceramah wawancara tuan guru bajang xf xf x x xf xf x x xf xf x x xf xf x x,0
3726,727,anak pmr calon dokter cupu,0
3727,728,anggota dewan wakil rakyat pamer dungu biadab islam alquran merintahkan penggal kafir laksana bilang ham,1
3728,729,hina keluarga jokowi langsung ciduk gilir hina prabowo susilo bambang yudhoyono biar,1
3729,730,bani kocak nih dukung siwanbango bego,1
3730,731,bincang akhir presiden,0
3731,732,haha silvy oh silvy cacing ah wkwk debat final pilih kepala daerah jakarta,1
3732,733,ayo kawan berangkat delman onta xf xf x x,0
3733,734,gubernur patuh lapor lapor harta kaya selenggara negara ganjar yasin ganjar yasin,0
3734,735,bukti radikal an hati front bela islam bukti orasi orasi hati front bela islam fitnah caci maki perintah polisi republik indonesia ulama kiai kiai dasar otak bebek pura pura buta tuli isi otak junj,1
3735,736,maksud jor joran pinjam ajaib rebut simpati rakyat bombardir media freepomilik indonesia isu got sulit goreng transformasi rezim main teknologi got tin,0
3736,737,jam jalan bang adem xf xf x xc wkwk onta xf xf xa xa,0
3737,738,bahas islam rusak nilai kuat karakter revitalisasi didik nilai,1
3738,739,bagus pakai petisi lengser jokowi ya kembali ahok cipinang,1
3739,740,moga etnis cina indonesia duduk perintah kayak singapura,1
3740,741,monyet benar mati uniform resource locator,0
3741,742,pandai pandai sembunyi bangkai cium bau haha xf xf x xa,0
3742,743,islam kitab suci logika jatuh palung jawa model tau arti fiksi kamus bahasa indonesia,0
3743,744,raja salman citra,1
3744,745,edukasi manusya udik,1
3745,746,muslim katolik buddha hindu kristen jawa sumatra papua konsekuensi muslim jawa bineka negara satu republik indonesia pancasila konsekuensi orang indonesia,0
3746,747,tolol hubung rumah tangga urus kerja cakap menteri pecat gubernur jakarta karuan sebentar hancur jakarta,1
3747,748,bi dorong biaya syariat bangun,0
3748,749,moga berkah mohon perhati sektor dunia usaha sulit takut mohon presiden blusuk lembaga bijak ada barang jasa perintah rasa hambat departemen sehat polisi suka ganggu,0
3749,750,nih ya gue cowok burung cewek cewek nada transgender indonesia nyanyi uniform resource locator,1
3750,751,indonesia jajah cina,1
3751,752,bubar dewan wakil rakyat butuh,1
3752,753,tertawa gue tai gampar,1
3753,754,fadli timbang kadar iman pakai timbang sayur kadar iman tuan guru bajang fadli dokter gigi bawa bunga makam diri sosialis komunis,0
3754,755,cocot cocot cocot bubar gerindra,1
3755,756,ayo ngewe,0
3756,757,januari bilang anti soeharto gera komunis ya,0
3757,758,sok bijak mata lihat bobrok hukum rakyat nilai bego lihat ganti presiden,0
3758,759,burma buddha teroris,1
3759,760,hooo bego haha,0
3760,761,wkwk trigger bani onta,1
3761,762,berengsek ya mantan gue one thing bout her gue suka mulut filter sok gue jujur,1
3762,763,ustaz gemar amp gerak olah raga sepeda bekas mantap tahunpks asyik,0
3763,764,hehe kampang fandom,0
3764,765,onta nya xf xf x xa,0
3765,766,orang bawa bom aku ketes pol kali ya hehe kabar ronald,0
3766,767,akhlak mulia presiden temu kiai pinisepuh gulung lengan kemeja hormat tabik,0
3767,768,ios anjing,0
3768,769,ya gue demo jokowi tendang palkjihun dunia,1
3769,770,jelek udik,1
3770,771,muak fitnah prabowo,1
3771,772,kota salatiga jawa kristen salatiga,0
3772,773,iklan ahok jahat rezim jokowi kampret setan iblis dajjal bangkit kubur gembira pesta pora belenggu,1
3773,774,marak orang xc xb sipit masuk indonesia alih hati xc xblah syiah ah rafidhah biang kerok ronta kudeta negara xc xb muslim ahlusunah dunia,1
3774,775,ketua dewan wakil rakyat dorong inspirasi kreatif perintah sesuai budaya pancasila,0
3775,776,gubernur ahmad heryawan ukir sejarah bandara super megah kertajati bangun biaya mandiri anggar dapat belanja negara murni kelola perintah provinsi jawa barat sejarah infrastruktur indonesia,0
3776,777,kristen nusantara alir kristen gera cegah paham radikalisme bumi nusantara hal nu biar nu main tunggal cegah paham radikalisme negara satu republik indonesia cinta mari ter,0
3777,778,kayak tai,1
3778,779,lt laku hidup temu pria asing sebal mana samping nada bicara sang teruna angie senang pria panggil non erti,0
3779,780,jago bakar isu partai komunis indonesia komunis,1
3780,781,waspada jawa indikasi mobilisasi massa jawa tamasya pilih kepala daerah temu panitia awas brebes nkk anggota keluarga,0
3781,782,sih joko populer pro nas jakarta sih ahok mw kalah proyek jakarta bangun selesai bangun ruas utama dekat cebong goblok salah ani,1
3782,783,bilang suami cengeng suka blok orang oke politis top mantan tim sukses kafir nista agama laku takut liberal partisan ngehek,0
3783,784,anak anjing kampang,1
3784,785,bani kampret bani kecebong pilih bani adam manusia,1
3785,786,gue kampret bro siang sih lollll,0
3786,787,hai kunyuk paham ya prabowo subianto calon presiden salah presiden play station mem xe x xa,1
3787,788,presiden joko widodo putus realisitis kejar bangun proyek strategis nasional play station network,0
3788,789,rezim sales rezim tipu citra palsu,1
3789,790,jijik gue cowok pakai baju merah muda gue tonton video bokep ya gue cewek kaki mungil pakai kaos kaki paha warna merah muda pakai baju merah muda paha pas buka isi titit asuuuuu,0
3790,791,sungguh rezim kocak indonesia sekarat umat muslim pilah allah subhanahu wa taala golong muslimin munafik,1
3791,792,jancuk xf xf x x xf xf x x xf xf x x,0
3792,793,nih sih nyinyir hijrah tutup koreng,1
3793,794,pakai paksa paksa jokowi kembali duduk rakhine prabowo anggur politikus anggur omong ngawur,1
3794,795,jatuh musyrik tar masuk neraka,0
3795,796,damping jokowi harlah gera mahasiswa islam indonesia bandung cak imin jakarta pesawat presiden presiden join cak imin the next wakil presiden join,0
3796,797,teknis kembali straight etis gue bilang sakit mantan putus jalur salah he bro gue alami gue mantan gue putus mantan gu,0
3797,798,jual kaos laku isu partai komunis indonesia duh maju,0
3798,799,jokowi ahok tunda penjara ya uniform resource locator,1
3799,800,rela antre ribu lamar buru lowong kerja gedung small and medium enterprises and cooperatives,0
3800,801,bahasa arab tuhan maha esa pancasila bahasa indonesia,1
3801,802,debat surat pemberitahuan tahun hindar sejarah gereja catat pecah gereja konsili yerusalem tradisi yahudi ajar kristiani,0
3802,803,tim sukses anies sandi mentwit kacau sok jago,1
3803,804,kabar bos bos partai dukung ya menteri xe x x perempuan komunis xf xf xa xa xf xf xa xa makan,0
3804,805,cari yeoja chara seksi lonte suka spam pic ngentot rep like ya draxe,0
3805,806,kicau tolol goblok tolol pilih,1
3806,807,oi turonggo bom kajakkk,0
3807,808,inggris widjanarko abdi hidup seni budaya sosial,0
3808,809,tahu prambanan candi hindu kelompok candi dieng candi ungar gedong sanga borobudur candi buddha kelompok sewu kalas mendut,0
3809,810,wangi kayak mbak kunti,0
3810,811,bong dungu video detik langsung ambil simpul heran dungu kolam,1
3811,812,tau budaya badui gue rencana sabtu minggu april paling habis rupiah an kontak gue jalan bareng male trip ya,0
3812,813,haha order demo nasi bungkus baik gizi idiot,0
3813,814,generasi tinja bahagia pimpin nya koar koar anti asing jaman pilih kepala daerah selesai pilih kepala daerah ikut bela tinja nya asing enak,1
3814,815,anak anak partai komunis indonesia muncul ikut jejak bapak,1
3815,816,sang maestro sang calon presiden calon wakil presiden ri nih pintar pro orang otoriter,0
3816,817,hadap karno beliau jatuh jabat daulat indonesia keras tolak modal asing freeport,0
3817,818,ava jelek mentwit sa ramai ya set kontol kepala mata,0
3818,819,haha babi migrain plak twit caring babi iya hg reply twit lepas keluar brim nih good timing,1
3819,820,untung aku komunis aku ateis,0
3820,821,bule rezim jokowi pilih saham angkat kaki bumi negara satu republik indonesia,0
3821,822,palestina fakta november pbb tuju mandat britania raya palestina resolusi pbb dukung negara negara tolak netral wilayah tanah palestina,0
3822,823,inherit agama bro nasib anak islam haha,0
3823,824,bikin puyeng kepala prabowo amin rais om nada nada bicara mutu,1
3824,825,ganyang partai komunis indonesia mari dukung prabowo,1
3825,826,sehat cacat,0
3826,827,ku khawatir tenaga kerja asing angkat senjata kuasa desa singgah markas wilayah indonesia timur langsung,0
3827,828,takut tim komunis komisi berantas korupsi tuan guru bajang serah k aku zionis pkip,0
3828,829,beli senang saudara beli senang ajar hindu bal tambah wawas karya karya gede prama tarik baca luas wawas,0
3829,830,lo orang suka nyinyir pecun lini suka postingan akun open bo xe x xba,0
3830,831,buang islam sakit baik manusia,1
3831,832,etnis cina juang khianat antek belanda,1
3832,833,lele jamban kuning kuning,0
3833,834,malam kepala badan bina ideologi pancasila bicara menteri agama rektor universitas islam negeri sumatra utara habib jindan bin novel aji indonesia indonesia budaya universitas islam negeri sumatra utara medan,0
3834,835,bupati jember harap jfc semangat geliat ekonomi rakyat baca lengkap,0
3835,836,bunuh musuh bunuh minion bunuh kura kura bunuh monster hutan assist hancur turet ambil ml atm wkwk kampret xd,0
3836,837,ahok si mulut jamban tokoh nilai bahasa indonesia norma etika tai kucing,1
